adresse,Date mutation,Valeur fonciere,Code_postal,Commune,Surface reelle bati,Surface terrain,Nombre pieces principales,Code commune,Type local,Valeur foncière au mètre carré,search,longitude,latitude,result_score
4 SQ LOUIS PERGAUD,02/12/2024,146700.0,78190,TRAPPES,67.0,0.0,3.0,621,Appartement,2189.5522388059703,4 SQ LOUIS PERGAUD 78190 TRAPPES,1.989718,48.782632,0.8100348484848484
4 SQ LOUIS PERGAUD,25/01/2024,141500.0,78190,TRAPPES,83.0,0.0,4.0,621,Appartement,1704.8192771084337,4 SQ LOUIS PERGAUD 78190 TRAPPES,1.989718,48.782632,0.8100348484848484
4 SQ MAHE DE LA BOURDONNAIS,09/09/2024,390000.0,94490,ORMESSON-SUR-MARNE,115.0,202.0,4.0,55,Maison,3391.304347826087,4 SQ MAHE DE LA BOURDONNAIS 94490 ORMESSON-SUR-MARNE,2.550889,48.79332,0.9207637735849056
4 SQ MICHEL ANGE,18/09/2024,159900.0,92350,LE PLESSIS-ROBINSON,51.0,0.0,2.0,60,Appartement,3135.294117647059,4 SQ MICHEL ANGE 92350 LE PLESSIS-ROBINSON,2.25582,48.778663,0.8403529249011856
4 SQ MICHELET,02/05/2024,214320.0,95100,ARGENTEUIL,80.0,0.0,4.0,18,Appartement,2679.0,4 SQ MICHELET 95100 ARGENTEUIL,2.251907,48.947822,0.8067803743315507
4 SQ MIGNOT,31/07/2024,780000.0,75016,PARIS,109.0,0.0,4.0,116,Appartement,7155.963302752293,4 SQ MIGNOT 75016 PARIS,2.282878,48.862397,0.7646816161616161
4 SQ ROBERT DESNOS,31/01/2024,210000.0,77200,TORCY,63.0,0.0,3.0,468,Appartement,3333.3333333333335,4 SQ ROBERT DESNOS 77200 TORCY,2.647229,48.844561,0.7956103743315507
4 SQ ROGER SCHEURER,14/11/2024,370000.0,95660,CHAMPAGNE SUR-OISE,139.0,571.0,7.0,134,Maison,2661.8705035971225,4 SQ ROGER SCHEURER 95660 CHAMPAGNE SUR-OISE,2.24285,49.144938,0.7205554545454544
4 SQ RONSARD,28/03/2024,354000.0,92500,RUEIL-MALMAISON,43.0,0.0,2.0,63,Appartement,8232.558139534884,4 SQ RONSARD 92500 RUEIL-MALMAISON,2.169245,48.87672,0.824523875598086
4 SQ SAINT EXUPERY,05/07/2024,289000.0,94510,LA QUEUE-EN-BRIE,87.0,110.0,5.0,60,Maison,3321.8390804597702,4 SQ SAINT EXUPERY 94510 LA QUEUE-EN-BRIE,2.571777,48.791256,0.8432978787878788
4 SQ SALVADOR ALLENDE,02/08/2024,142000.0,94600,CHOISY-LE-ROI,38.0,0.0,1.0,22,Appartement,3736.842105263158,4 SQ SALVADOR ALLENDE 94600 CHOISY-LE-ROI,2.409488,48.767236,0.8405442424242424
4 SQ SALVADOR ALLENDE,17/07/2024,160000.0,94600,CHOISY-LE-ROI,90.0,0.0,4.0,22,Appartement,1777.7777777777778,4 SQ SALVADOR ALLENDE 94600 CHOISY-LE-ROI,2.409488,48.767236,0.8405442424242424
4 SQ SALVADOR ALLENDE,27/08/2024,111000.0,94600,CHOISY-LE-ROI,35.0,0.0,1.0,22,Appartement,3171.4285714285716,4 SQ SALVADOR ALLENDE 94600 CHOISY-LE-ROI,2.409488,48.767236,0.8405442424242424
4 SQ ST IRENEE,04/09/2024,537000.0,75011,PARIS,75.0,0.0,2.0,111,Appartement,7160.0,4 SQ ST IRENEE 75011 PARIS,2.376978,48.860996,0.6719841711229946
4 SQ ST IRENEE,12/07/2024,1060000.0,75011,PARIS,104.0,0.0,5.0,111,Appartement,10192.307692307691,4 SQ ST IRENEE 75011 PARIS,2.376978,48.860996,0.6719841711229946
4 SQ ST MARTIN,22/03/2024,172000.0,78390,BOIS D ARCY,68.0,0.0,4.0,73,Appartement,2529.4117647058824,4 SQ ST MARTIN 78390 BOIS D ARCY,2.028854,48.797825,0.7063072727272727
4 SQ SURCOUF,11/07/2024,54000.0,91350,GRIGNY,33.0,0.0,2.0,286,Appartement,1636.3636363636363,4 SQ SURCOUF 91350 GRIGNY,2.395525,48.655518,0.7746140438871473
4 SQ SURCOUF,29/07/2024,57000.0,91350,GRIGNY,36.0,0.0,2.0,286,Appartement,1583.3333333333333,4 SQ SURCOUF 91350 GRIGNY,2.395525,48.655518,0.7746140438871473
4 SQ THIERS,02/02/2024,389000.0,75016,PARIS,39.0,0.0,2.0,116,Appartement,9974.358974358975,4 SQ THIERS 75016 PARIS,2.278614,48.866384,0.7670034343434343
4 SQ VERMENOUZE,26/11/2024,527000.0,75005,PARIS,41.0,0.0,2.0,105,Appartement,12853.658536585366,4 SQ VERMENOUZE 75005 PARIS,2.348948,48.840769,0.7859787390029325
4 SQ VICTOR HUGO,12/03/2024,440000.0,94490,ORMESSON-SUR-MARNE,119.0,379.0,4.0,55,Maison,3697.4789915966385,4 SQ VICTOR HUGO 94490 ORMESSON-SUR-MARNE,2.536223,48.780863,0.8344633333333333
4 TRA DE L IMPREVU,14/08/2024,310100.0,95800,CERGY,93.0,163.0,4.0,127,Maison,3334.4086021505377,4 TRA DE L IMPREVU 95800 CERGY,2.041063,49.045056,0.7829490909090908
4 VC DES CROISSELLES,31/12/2024,247500.0,95280,JOUY-LE-MOUTIER,99.0,140.0,5.0,323,Maison,2500.0,4 VC DES CROISSELLES 95280 JOUY-LE-MOUTIER,2.04629,49.012103,0.8003681422924901
4 VC DES ENCHANTEURS,25/06/2024,134000.0,95800,CERGY,78.0,0.0,3.0,127,Appartement,1717.948717948718,4 VC DES ENCHANTEURS 95800 CERGY,2.035112,49.048233,0.7600752525252524
4 VC HAM BERANGER,11/07/2024,77000.0,75016,PARIS,10.0,0.0,1.0,116,Appartement,7700.0,4 VC HAM BERANGER 75016 PARIS,2.255905,48.84706,0.401591253071253
4 VC HAM SAINTE SIMONE,29/04/2024,278500.0,95180,MENUCOURT,96.0,755.0,5.0,388,Maison,2901.0416666666665,4 VC HAM SAINTE SIMONE 95180 MENUCOURT,1.975701,49.024886,0.6092789256198347
4 VC LE PRE AU BOIS,23/02/2024,412000.0,92420,VAUCRESSON,83.0,0.0,4.0,76,Appartement,4963.855421686747,4 VC LE PRE AU BOIS 92420 VAUCRESSON,2.17028,48.847637,0.6954801010101009
4 VC LE VAL,18/06/2024,197500.0,78126,AULNAY-SUR-MAULDRE,50.0,89.0,3.0,33,Maison,3950.0,4 VC LE VAL 78126 AULNAY-SUR-MAULDRE,1.840119,48.929432,0.7092657427937915
4 VEN DES ENFANTS GATES,27/06/2024,615000.0,77700,SERRIS,268.0,712.0,8.0,449,Maison,2294.776119402985,4 VEN DES ENFANTS GATES 77700 SERRIS,2.788624,48.845896,0.8177390909090908
4 VIL DE L ASTROLABE,10/12/2024,310000.0,75015,PARIS,30.0,0.0,2.0,115,Appartement,10333.333333333334,4 VIL DE L ASTROLABE 75015 PARIS,2.319063,48.84421,0.8658408556149731
4 VLA ARMAND,18/07/2024,337332.0,75018,PARIS,31.0,0.0,2.0,118,Appartement,10881.677419354839,4 VLA ARMAND 75018 PARIS,2.330929,48.893312,0.8256862237762237
4 VLA ARTOIS,11/06/2024,285000.0,78410,AUBERGENVILLE,111.0,325.0,5.0,29,Maison,2567.5675675675675,4 VLA ARTOIS 78410 AUBERGENVILLE,1.846794,48.958214,0.8534244919786095
4 VLA AUGUSTINE,15/03/2024,90000.0,93800,EPINAY SUR SEINE,45.0,0.0,3.0,31,Appartement,2000.0,4 VLA AUGUSTINE 93800 EPINAY SUR SEINE,2.332389,48.949676,0.87267
4 VLA BARBIER,30/07/2024,750938.0,92270,BOIS-COLOMBES,95.0,0.0,4.0,9,Maison,7904.61052631579,4 VLA BARBIER 92270 BOIS-COLOMBES,2.269213,48.919198,0.8542802597402597
4 VLA COMPOINT,17/05/2024,542300.0,75017,PARIS,60.0,0.0,2.0,117,Appartement,9038.333333333334,4 VLA COMPOINT 75017 PARIS,2.3238,48.892005,0.8418671428571428
4 VLA COMPOINT,28/09/2024,428051.0,75017,PARIS,46.0,0.0,2.0,117,Appartement,9305.45652173913,4 VLA COMPOINT 75017 PARIS,2.3238,48.892005,0.8418671428571428
4 VLA DAMREMONT,07/02/2024,165300.0,75018,PARIS,13.0,0.0,1.0,118,Appartement,12715.384615384615,4 VLA DAMREMONT 75018 PARIS,2.337113,48.894037,0.8451481504702194
4 VLA DANCOURT,17/05/2024,296200.0,75018,PARIS,30.0,0.0,1.0,118,Appartement,9873.333333333334,4 VLA DANCOURT 75018 PARIS,2.341077,48.883044,0.8402744155844154
4 VLA DANCOURT,24/06/2024,360000.0,75018,PARIS,26.0,0.0,1.0,118,Appartement,13846.153846153846,4 VLA DANCOURT 75018 PARIS,2.341077,48.883044,0.8402744155844154
4 VLA DANCOURT,26/01/2024,400500.0,75018,PARIS,27.0,0.0,1.0,118,Appartement,14833.333333333334,4 VLA DANCOURT 75018 PARIS,2.341077,48.883044,0.8402744155844154
4 VLA DE GASCOGNE,16/09/2024,265000.0,77186,NOISIEL,96.0,210.0,4.0,337,Maison,2760.4166666666665,4 VLA DE GASCOGNE 77186 NOISIEL,2.628473,48.844733,0.850764435261708
4 VLA DE L ERMITAGE,15/07/2024,327140.0,75020,PARIS,28.0,0.0,2.0,120,Appartement,11683.57142857143,4 VLA DE L ERMITAGE 75020 PARIS,2.39226,48.870339,0.8639071625344351
4 VLA DE SAXE,23/12/2024,313362.0,75007,PARIS,60.0,0.0,3.0,107,Appartement,5222.7,4 VLA DE SAXE 75007 PARIS,2.309559,48.849284,0.8310335016835017
4 VLA DES AJONCS,11/04/2024,600000.0,92270,BOIS-COLOMBES,106.0,422.0,5.0,9,Maison,5660.377358490566,4 VLA DES AJONCS 92270 BOIS-COLOMBES,2.264126,48.909461,0.861468947368421
4 VLA DES AUBEPINES,25/09/2024,196950.0,94440,VILLECRESNES,83.0,0.0,4.0,75,Appartement,2372.89156626506,4 VLA DES AUBEPINES 94440 VILLECRESNES,2.537761,48.721136,0.8630645454545454
4 VLA DES BASSES FOLIES,14/06/2024,240500.0,94260,FRESNES,69.0,0.0,3.0,34,Appartement,3485.5072463768115,4 VLA DES BASSES FOLIES 94260 FRESNES,2.322098,48.760607,0.8639099067599068
4 VLA DES COURONNES,24/01/2024,227000.0,92400,COURBEVOIE,25.0,0.0,1.0,26,Appartement,9080.0,4 VLA DES COURONNES 92400 COURBEVOIE,2.274246,48.907761,0.8734471291866028
4 VLA DES MOULINS,28/10/2024,390000.0,91080,EVRY-COURCOURONNES,131.0,417.0,5.0,228,Maison,2977.0992366412215,4 VLA DES MOULINS 91080 EVRY-COURCOURONNES,2.403388,48.611058,0.8855608264462809
4 VLA DES POMMIERS,16/04/2024,280000.0,91470,PECQUEUSE,100.0,734.0,5.0,482,Maison,2800.0,4 VLA DES POMMIERS 91470 PECQUEUSE,2.058845,48.643624,0.8439262626262625
4 VLA DES PYRENEES,06/09/2024,699000.0,75020,PARIS,74.0,0.0,4.0,120,Appartement,9445.945945945947,4 VLA DES PYRENEES 75020 PARIS,2.40547,48.853445,0.8556418181818181
4 VLA DES PYRENEES,07/03/2024,580000.0,75020,PARIS,86.0,0.0,5.0,120,Appartement,6744.186046511628,4 VLA DES PYRENEES 75020 PARIS,2.40547,48.853445,0.8556418181818181
4 VLA DES PYRENEES,28/06/2024,655050.0,75020,PARIS,88.0,0.0,5.0,120,Appartement,7443.75,4 VLA DES PYRENEES 75020 PARIS,2.40547,48.853445,0.8556418181818181
4 VLA DES SAULES CLOUETS,07/10/2024,233000.0,93100,MONTREUIL,29.0,202.0,2.0,48,Maison,8034.482758620689,4 VLA DES SAULES CLOUETS 93100 MONTREUIL,2.452671,48.875183,0.8217802748414377
4 VLA DU BEL AIR,04/01/2024,333000.0,93800,EPINAY SUR SEINE,76.0,638.0,5.0,31,Maison,4381.578947368421,4 VLA DU BEL AIR 93800 EPINAY SUR SEINE,2.320452,48.956021,0.8805082039911307
4 VLA DU BOIS D ORME,21/02/2024,272030.0,75019,PARIS,120.0,0.0,6.0,119,Appartement,2266.9166666666665,4 VLA DU BOIS D ORME 75019 PARIS,2.39996,48.876334,0.8641026737967914
4 VLA DU COMBAT,08/03/2024,80000.0,93800,EPINAY SUR SEINE,36.0,0.0,3.0,31,Appartement,2222.222222222222,4 VLA DU COMBAT 93800 EPINAY SUR SEINE,2.330866,48.949838,0.8760663636363636
4 VLA DU PLATEAU,28/10/2024,539800.0,94120,FONTENAY-SOUS-BOIS,107.0,129.0,5.0,33,Maison,5044.859813084112,4 VLA DU PLATEAU 94120 FONTENAY-SOUS-BOIS,2.463048,48.854197,0.8820843128964059
4 VLA EMMANUEL FREMIET,08/11/2024,148000.0,78990,ELANCOURT,45.0,0.0,2.0,208,Appartement,3288.8888888888887,4 VLA EMMANUEL FREMIET 78990 ELANCOURT,1.95461,48.771156,0.8683027272727272
4 VLA FOCH,16/10/2024,1151100.0,94170,LE PERREUX-SUR-MARNE,150.0,372.0,6.0,58,Maison,7674.0,4 VLA FOCH 94170 LE PERREUX-SUR-MARNE,2.501842,48.833582,0.8656871794871794
4 VLA GEORGES BLANCHETEAU,31/05/2024,275000.0,93130,NOISY-LE-SEC,54.0,145.0,4.0,53,Maison,5092.592592592592,4 VLA GEORGES BLANCHETEAU 93130 NOISY-LE-SEC,2.465761,48.902587,0.8867177075098813
4 VLA JACQUEMONT,17/12/2024,122000.0,75017,PARIS,12.0,0.0,1.0,117,Appartement,10166.666666666666,4 VLA JACQUEMONT 75017 PARIS,2.322148,48.88828,0.8482869696969696
4 VLA JEAN BAPTISTE DUMAY,03/01/2024,185000.0,91000,EVRY-COURCOURONNES,89.0,0.0,4.0,228,Appartement,2078.6516853932585,4 VLA JEAN BAPTISTE DUMAY 91000 EVRY-COURCOURONNES,2.439037,48.622268,0.8955572027972027
4 VLA JEAN JAURES,31/07/2024,290000.0,92110,CLICHY,44.0,0.0,3.0,24,Appartement,6590.909090909091,4 VLA JEAN JAURES 92110 CLICHY,2.30203,48.906128,0.8521363636363636
4 VLA MARIOTTE,19/03/2024,230000.0,94210,SAINT-MAUR-DES-FOSSES,65.0,0.0,3.0,68,Appartement,3538.4615384615386,4 VLA MARIOTTE 94210 SAINT-MAUR-DES-FOSSES,2.516839,48.790881,0.8861544628099173
4 VLA MARIOTTE,25/04/2024,155000.0,94210,SAINT-MAUR-DES-FOSSES,38.0,0.0,2.0,68,Appartement,4078.9473684210525,4 VLA MARIOTTE 94210 SAINT-MAUR-DES-FOSSES,2.516839,48.790881,0.8861544628099173
4 VLA MARIOTTE,27/12/2024,250000.0,94210,SAINT-MAUR-DES-FOSSES,42.0,0.0,2.0,68,Appartement,5952.380952380952,4 VLA MARIOTTE 94210 SAINT-MAUR-DES-FOSSES,2.516839,48.790881,0.8861544628099173
4 VLA MARIOTTE,30/09/2024,150000.0,94210,SAINT-MAUR-DES-FOSSES,38.0,0.0,2.0,68,Appartement,3947.3684210526317,4 VLA MARIOTTE 94210 SAINT-MAUR-DES-FOSSES,2.516839,48.790881,0.8861544628099173
4 VLA PARMENTIER,09/08/2024,220000.0,92120,MONTROUGE,32.0,0.0,2.0,49,Appartement,6875.0,4 VLA PARMENTIER 92120 MONTROUGE,2.32073,48.813363,0.854119037433155
4 VLA PASTEUR,16/02/2024,4155000.0,92200,NEUILLY-SUR-SEINE,247.0,126.0,8.0,51,Maison,16821.862348178136,4 VLA PASTEUR 92200 NEUILLY-SUR-SEINE,2.273143,48.886983,0.8734089976689976
4 VLA RAVEL,16/07/2024,329000.0,91580,ETRECHY,88.0,783.0,5.0,226,Maison,3738.6363636363635,4 VLA RAVEL 91580 ETRECHY,2.180508,48.485701,0.8169298653198652
4 VLA SAINT ELOI,29/03/2024,190000.0,95700,ROISSY-EN-FRANCE,48.0,0.0,2.0,527,Appartement,3958.3333333333335,4 VLA SAINT ELOI 95700 ROISSY-EN-FRANCE,2.515184,49.001824,0.8601391130820399
4 VLA SAINT LOUIS,27/08/2024,1400000.0,94120,FONTENAY-SOUS-BOIS,140.0,1790.0,6.0,33,Maison,10000.0,4 VLA SAINT LOUIS 94120 FONTENAY-SOUS-BOIS,2.46572,48.8443,0.8808553719008263
4 VLA SIMONE BIGOT,11/04/2024,350000.0,92110,CLICHY,43.0,210.0,2.0,24,Maison,8139.53488372093,4 VLA SIMONE BIGOT 92110 CLICHY,2.31678,48.90796,0.8608198898071625
4 VLA THOREL,17/09/2024,140000.0,93140,BONDY,46.0,0.0,2.0,10,Appartement,3043.478260869565,4 VLA THOREL 93140 BONDY,2.479981,48.904637,0.8244134965034964
4 VOIE EMILIE BOUCHAUD DITE POL,12/01/2024,298300.0,94500,CHAMPIGNY-SUR-MARNE,84.0,0.0,4.0,17,Appartement,3551.190476190476,4 VOIE EMILIE BOUCHAUD DITE POL 94500 CHAMPIGNY-SUR-MARNE,2.506594,48.825992,0.9603145454545454
4 Z 20,27/12/2024,854150.0,75020,PARIS,92.0,0.0,2.0,120,Appartement,9284.239130434782,4 Z 20 75020 PARIS,2.397291,48.874314,0.7626666115702478
40 ALL DE CLICHY,06/11/2024,534000.0,93340,LE RAINCY,292.0,2290.0,10.0,62,Maison,1828.7671232876712,40 ALL DE CLICHY 93340 LE RAINCY,2.529563,48.900369,0.8580899465240641
40 ALL DE LA VENERIE,16/05/2024,438056.0,78310,COIGNIERES,91.0,594.0,5.0,168,Maison,4813.802197802198,40 ALL DE LA VENERIE 78310 COIGNIERES,1.917147,48.75321,0.8662808158508158
40 ALL DES CHARMES,09/12/2024,162500.0,77330,OZOIR LA FERRIERE,67.0,373.0,4.0,350,Maison,2425.373134328358,40 ALL DES CHARMES 77330 OZOIR LA FERRIERE,2.668325,48.771752,0.8840871900826446
40 ALL DES CHARMILLES,05/12/2024,192000.0,93190,LIVRY-GARGAN,74.0,0.0,3.0,46,Appartement,2594.5945945945946,40 ALL DES CHARMILLES 93190 LIVRY-GARGAN,2.515257,48.903561,0.8849799134199133
40 ALL DES COURLINS,16/02/2024,340500.0,95610,ERAGNY-SUR-OISE,140.0,0.0,7.0,218,Maison,2432.1428571428573,40 ALL DES COURLINS 95610 ERAGNY-SUR-OISE,2.108879,49.016363,0.6905067441860465
40 ALL DES LAURIERS,17/09/2024,235000.0,95620,PARMAIN,87.0,159.0,4.0,480,Maison,2701.1494252873563,40 ALL DES LAURIERS 95620 PARMAIN,2.206593,49.108302,0.856034805194805
40 ALL DES MELEZES,21/03/2024,285000.0,78370,PLAISIR,93.0,0.0,5.0,490,Maison,3064.516129032258,40 ALL DES MELEZES 78370 PLAISIR,1.954927,48.793245,0.8615972192513368
40 ALL DU COLONEL FABIEN,28/05/2024,117800.0,93320,LES PAVILLONS-SOUS-BOIS,38.0,0.0,2.0,57,Appartement,3100.0,40 ALL DU COLONEL FABIEN 93320 LES PAVILLONS-SOUS-BOIS,2.499037,48.909976,0.9084876623376624
40 ALL LA FONTAINE,18/01/2024,1174370.0,78170,CELLE-SAINT-CLOUD (LA),109.0,456.0,4.0,126,Maison,10774.036697247706,40 ALL LA FONTAINE 78170 CELLE-SAINT-CLOUD (LA),2.133605,48.838192,0.8546881818181817
40 ALL LAMORICIERE,30/07/2024,350000.0,93600,AULNAY SOUS BOIS,104.0,306.0,5.0,5,Maison,3365.3846153846152,40 ALL LAMORICIERE 93600 AULNAY SOUS BOIS,2.516381,48.926178,0.8894924947145876
40 ALL LEDRU ROLLIN,09/11/2024,277000.0,93190,LIVRY-GARGAN,82.0,274.0,5.0,46,Maison,3378.048780487805,40 ALL LEDRU ROLLIN 93190 LIVRY-GARGAN,2.519755,48.916701,0.8824936363636363
40 ALL PAUL VERLAINE,29/03/2024,192000.0,77340,PONTAULT COMBAULT,72.0,0.0,4.0,373,Appartement,2666.6666666666665,40 ALL PAUL VERLAINE 77340 PONTAULT COMBAULT,2.613682,48.800128,0.8869295256916996
40 ALL ROBERT BADEN POWELL,12/07/2024,402144.0,91070,BONDOUFLE,170.0,983.0,5.0,86,Maison,2365.5529411764705,40 ALL ROBERT BADEN POWELL 91070 BONDOUFLE,2.390292,48.60749,0.7354681818181817
40 AV ALBINE,13/12/2024,340400.0,78600,MAISONS-LAFFITTE,62.0,0.0,3.0,358,Appartement,5490.322580645161,40 AV ALBINE 78600 MAISONS-LAFFITTE,2.139857,48.955032,0.82754986013986
40 AV ARDOUIN,04/11/2024,246000.0,94420,LE PLESSIS-TREVISE,70.0,0.0,3.0,59,Appartement,3514.285714285714,40 AV ARDOUIN 94420 LE PLESSIS-TREVISE,2.574033,48.808791,0.8406835064935064
40 AV AUBERT,27/12/2024,425000.0,94300,VINCENNES,61.0,0.0,3.0,80,Appartement,6967.213114754099,40 AV AUBERT 94300 VINCENNES,2.431172,48.847573,0.8012836363636363
40 AV BARBES,28/11/2024,430000.0,94100,SAINT-MAUR-DES-FOSSES,81.0,0.0,5.0,68,Appartement,5308.641975308642,40 AV BARBES 94100 SAINT-MAUR-DES-FOSSES,2.490684,48.79592,0.850717603305785
40 AV BERTRAND,16/12/2024,190000.0,94420,LE PLESSIS-TREVISE,50.0,0.0,2.0,59,Appartement,3800.0,40 AV BERTRAND 94420 LE PLESSIS-TREVISE,2.58274,48.808469,0.8383991966173361
40 AV CHARLES DE GAULLE,08/07/2024,378000.0,92350,LE PLESSIS-ROBINSON,57.0,0.0,3.0,60,Appartement,6631.578947368421,40 AV CHARLES DE GAULLE 92350 LE PLESSIS-ROBINSON,2.259036,48.778188,0.8664804116638078
40 AV CHARLES FLOQUET,19/12/2024,656500.0,75007,PARIS,62.0,0.0,2.0,107,Appartement,10588.709677419354,40 AV CHARLES FLOQUET 75007 PARIS,2.298709,48.853207,0.823094398034398
40 AV D ALEMBERT,25/03/2024,360000.0,93190,LIVRY-GARGAN,79.0,317.0,3.0,46,Maison,4556.962025316456,40 AV D ALEMBERT 93190 LIVRY-GARGAN,2.518443,48.905563,0.8302898601398601
40 AV D ITALIE,04/12/2024,415000.0,75013,PARIS,70.0,0.0,3.0,113,Appartement,5928.571428571428,40 AV D ITALIE 75013 PARIS,2.356254,48.828517,0.801740909090909
40 AV DE BEAUSEANT,03/05/2024,337825.0,78990,ELANCOURT,114.0,520.0,4.0,208,Maison,2963.377192982456,40 AV DE BEAUSEANT 78990 ELANCOURT,1.971331,48.772182,0.8248729665071769
40 AV DE FLANDRE,13/05/2024,600000.0,75019,PARIS,80.0,0.0,3.0,119,Appartement,7500.0,40 AV DE FLANDRE 75019 PARIS,2.372358,48.886743,0.8125727272727272
40 AV DE L EUROPE,03/10/2024,310000.0,78160,MARLY-LE-ROI,71.0,0.0,3.0,372,Appartement,4366.197183098591,40 AV DE L EUROPE 78160 MARLY-LE-ROI,2.101563,48.877418,0.8298690909090909
40 AV DE L ILE D AMOUR,17/05/2024,410000.0,94500,CHAMPIGNY-SUR-MARNE,75.0,800.0,3.0,17,Maison,5466.666666666667,40 AV DE L ILE D AMOUR 94500 CHAMPIGNY-SUR-MARNE,2.50392,48.828964,0.8658858041958041
40 AV DE L OREE DU BOIS,28/11/2024,284900.0,95220,HERBLAY-SUR-SEINE,76.0,0.0,4.0,306,Maison,3748.684210526316,40 AV DE L OREE DU BOIS 95220 HERBLAY-SUR-SEINE,2.13322,49.017072,0.8639572192513368
40 AV DE L'AQUEDUC,30/07/2024,270000.0,91170,VIRY CHATILLON,65.0,333.0,3.0,687,Maison,4153.846153846154,40 AV DE L'AQUEDUC 91170 VIRY CHATILLON,2.367673,48.666986,0.841868287526427
40 AV DE LA GARE,23/04/2024,85000.0,93420,VILLEPINTE,30.0,0.0,1.0,78,Appartement,2833.3333333333335,40 AV DE LA GARE 93420 VILLEPINTE,2.563231,48.946904,0.822106216216216
40 AV DE LA JONCHERE,20/03/2024,172000.0,77600,CHANTELOUP EN BRIE,44.0,0.0,3.0,85,Appartement,3909.090909090909,40 AV DE LA JONCHERE 77600 CHANTELOUP EN BRIE,2.73886,48.855439,0.852033654916512
40 AV DE LA REPUBLIQUE,26/07/2024,215000.0,94400,VITRY-SUR-SEINE,49.0,0.0,3.0,81,Appartement,4387.755102040816,40 AV DE LA REPUBLIQUE 94400 VITRY-SUR-SEINE,2.399339,48.800929,0.8604445454545454
40 AV DE LA REPUBLIQUE,29/04/2024,62000.0,75011,PARIS,10.0,0.0,1.0,111,Appartement,6200.0,40 AV DE LA REPUBLIQUE 75011 PARIS,2.373244,48.865362,0.8364356937799042
40 AV DE NEUILLY PLAISANCE,03/10/2024,145000.0,94170,LE PERREUX-SUR-MARNE,36.0,0.0,2.0,58,Appartement,4027.777777777778,40 AV DE NEUILLY PLAISANCE 94170 LE PERREUX-SUR-MARNE,2.500772,48.855893,0.8743744019138755
40 AV DE NEUILLY PLAISANCE,20/09/2024,205000.0,94170,LE PERREUX-SUR-MARNE,46.0,0.0,2.0,58,Appartement,4456.521739130435,40 AV DE NEUILLY PLAISANCE 94170 LE PERREUX-SUR-MARNE,2.500772,48.855893,0.8743744019138755
40 AV DE PARIS,06/11/2024,110000.0,95600,EAUBONNE,36.0,0.0,1.0,203,Appartement,3055.5555555555557,40 AV DE PARIS 95600 EAUBONNE,2.285306,48.992096,0.8038380165289256
40 AV DE SAINT GUINFORT,15/11/2024,285000.0,77230,DAMMARTIN-EN-GOELE,101.0,443.0,6.0,153,Maison,2821.7821782178216,40 AV DE SAINT GUINFORT 77230 DAMMARTIN-EN-GOELE,2.671923,49.053312,0.8610185314685314
40 AV DE SAINT OUEN,19/11/2024,80000.0,75018,PARIS,39.0,0.0,2.0,118,Appartement,2051.2820512820513,40 AV DE SAINT OUEN 75018 PARIS,2.326526,48.889772,0.8233758441558442
40 AV DE SEQUIGNY,21/05/2024,118000.0,91360,VILLEMOISSON-S-ORGE,31.0,0.0,1.0,667,Appartement,3806.451612903226,40 AV DE SEQUIGNY 91360 VILLEMOISSON-S-ORGE,2.331197,48.657146,0.7825300000000001
40 AV DE SUFFREN,19/02/2024,93150.0,75015,PARIS,70.0,0.0,2.0,115,Appartement,1330.7142857142858,40 AV DE SUFFREN 75015 PARIS,2.295542,48.854423,0.8101381818181818
40 AV DELAMBRE,23/08/2024,340000.0,77500,CHELLES,85.0,500.0,3.0,108,Maison,4000.0,40 AV DELAMBRE 77500 CHELLES,2.593407,48.901817,0.8038072727272726
40 AV DES CHARDONNERETS,04/09/2024,265000.0,91600,SAVIGNY-SUR-ORGE,71.0,366.0,4.0,589,Maison,3732.394366197183,40 AV DES CHARDONNERETS 91600 SAVIGNY-SUR-ORGE,2.352681,48.690822,0.86366
40 AV DES GENOTTES,03/06/2024,223300.0,95800,CERGY,69.0,0.0,3.0,127,Appartement,3236.231884057971,40 AV DES GENOTTES 95800 CERGY,2.038546,49.051799,0.8116549197860962
40 AV DES GENOTTES,23/07/2024,160000.0,95800,CERGY,55.0,0.0,2.0,127,Appartement,2909.090909090909,40 AV DES GENOTTES 95800 CERGY,2.038546,49.051799,0.8116549197860962
40 AV DES GENOTTES,25/01/2024,191220.0,95800,CERGY,70.0,0.0,3.0,127,Appartement,2731.714285714286,40 AV DES GENOTTES 95800 CERGY,2.038546,49.051799,0.8116549197860962
40 AV DES GRESILLONS,02/07/2024,221153.0,92600,ASNIERES-SUR-SEINE,41.0,0.0,2.0,4,Appartement,5393.975609756098,40 AV DES GRESILLONS 92600 ASNIERES-SUR-SEINE,2.299459,48.913888,0.8633918367346938
40 AV DU 27 AOUT,19/04/2024,500000.0,77450,MONTRY,176.0,3136.0,8.0,315,Maison,2840.909090909091,40 AV DU 27 AOUT 77450 MONTRY,2.82268,48.882104,0.7923925619834711
40 AV DU 8 MAI 1945,04/10/2024,232550.0,91120,PALAISEAU,42.0,0.0,2.0,477,Appartement,5536.9047619047615,40 AV DU 8 MAI 1945 91120 PALAISEAU,2.241763,48.709234,0.8298053146853146
