adresse,Date mutation,Valeur fonciere,Code_postal,Commune,Surface reelle bati,Surface terrain,Nombre pieces principales,Code commune,Type local,Valeur foncière au mètre carré,search,longitude,latitude,result_score
1 ALL DES CYGNES,10/01/2024,158000.0,78480,VERNEUIL SUR SEINE,68.0,0.0,4.0,642,Appartement,2323.529411764706,1 ALL DES CYGNES 78480 VERNEUIL SUR SEINE,1.962869,48.98265,0.8724097674418604
1 ALL DES DAHLIAS,27/09/2024,165000.0,93700,DRANCY,76.0,0.0,5.0,29,Appartement,2171.0526315789475,1 ALL DES DAHLIAS 93700 DRANCY,2.460252,48.923199,0.8564018181818182
1 ALL DES DELIEUSES,27/09/2024,120000.0,78430,LOUVECIENNES,15.0,0.0,1.0,350,Appartement,8000.0,1 ALL DES DELIEUSES 78430 LOUVECIENNES,2.126811,48.862669,0.86751
1 ALL DES DOYENNES,16/12/2024,313500.0,77230,DAMMARTIN-EN-GOELE,140.0,915.0,7.0,153,Maison,2239.285714285714,1 ALL DES DOYENNES 77230 DAMMARTIN-EN-GOELE,2.690921,49.056793,0.8806037373737372
1 ALL DES ERABLES,01/03/2024,261000.0,92600,ASNIERES-SUR-SEINE,76.0,0.0,3.0,4,Appartement,3434.2105263157896,1 ALL DES ERABLES 92600 ASNIERES-SUR-SEINE,2.307601,48.915087,0.881522644628099
1 ALL DES ERABLES,23/07/2024,135000.0,95330,DOMONT,63.0,0.0,4.0,199,Appartement,2142.8571428571427,1 ALL DES ERABLES 95330 DOMONT,2.32629,49.023556,0.8394781818181817
1 ALL DES ERABLES,29/03/2024,436000.0,77210,SAMOREAU,266.0,1710.0,12.0,442,Maison,1639.0977443609022,1 ALL DES ERABLES 77210 SAMOREAU,2.75136,48.427779,0.841998128342246
1 ALL DES FAUSSES REPOSES,19/03/2024,700800.0,92370,CHAVILLE,93.0,296.0,5.0,22,Maison,7535.4838709677415,1 ALL DES FAUSSES REPOSES 92370 CHAVILLE,2.181528,48.811211,0.8777244588744588
1 ALL DES FOUGERES,13/09/2024,255000.0,93340,LE RAINCY,62.0,0.0,3.0,62,Appartement,4112.903225806452,1 ALL DES FOUGERES 93340 LE RAINCY,2.507189,48.893274,0.8620344444444443
1 ALL DES FUCHSIAS,18/09/2024,630000.0,95230,SOISY SS MONTMORENCY,140.0,450.0,6.0,598,Maison,4500.0,1 ALL DES FUCHSIAS 95230 SOISY SS MONTMORENCY,2.302946,48.99204,0.8105127272727273
1 ALL DES GLYCINES,12/04/2024,285000.0,91160,LONGJUMEAU,99.0,168.0,5.0,345,Maison,2878.787878787879,1 ALL DES GLYCINES 91160 LONGJUMEAU,2.316402,48.683464,0.8609262653562653
1 ALL DES GLYCINES,28/05/2024,440000.0,94350,VILLIERS-SUR-MARNE,70.0,1536.0,3.0,79,Maison,6285.714285714285,1 ALL DES GLYCINES 94350 VILLIERS-SUR-MARNE,2.535018,48.817404,0.8768201010101009
1 ALL DES HARAS,21/05/2024,319500.0,92380,GARCHES,47.0,0.0,2.0,33,Appartement,6797.872340425532,1 ALL DES HARAS 92380 GARCHES,2.172885,48.840182,0.8421570381231671
1 ALL DES LAVANDES,12/07/2024,258900.0,91940,LES ULIS,116.0,0.0,5.0,692,Appartement,2231.896551724138,1 ALL DES LAVANDES 91940 LES ULIS,2.175058,48.679076,0.8513393506493505
1 ALL DES LORIOTS,15/10/2024,515000.0,95230,SOISY SS MONTMORENCY,114.0,0.0,6.0,598,Maison,4517.543859649123,1 ALL DES LORIOTS 95230 SOISY SS MONTMORENCY,2.310989,49.000513,0.8096806307977736
1 ALL DES LYS,13/09/2024,498000.0,77700,BAILLY-ROMAINVILLIERS,120.0,317.0,5.0,18,Maison,4150.0,1 ALL DES LYS 77700 BAILLY-ROMAINVILLIERS,2.817201,48.844284,0.8679524947145876
1 ALL DES MARAICHERS,08/04/2024,238054.0,95570,BOUFFEMONT,75.0,0.0,4.0,91,Appartement,3174.0533333333333,1 ALL DES MARAICHERS 95570 BOUFFEMONT,2.317167,49.04714,0.8581271794871794
1 ALL DES MARAICHERS,17/06/2024,637400.0,78360,MONTESSON,136.0,260.0,5.0,418,Maison,4686.764705882353,1 ALL DES MARAICHERS 78360 MONTESSON,2.158566,48.909919,0.8624580382775119
1 ALL DES MAZURES,08/07/2024,255000.0,77880,GREZ-SUR-LOING,73.0,1320.0,4.0,216,Maison,3493.150684931507,1 ALL DES MAZURES 77880 GREZ-SUR-LOING,2.683882,48.310557,0.8576018181818181
1 ALL DES MYOSOTIS,18/06/2024,95000.0,93700,DRANCY,21.0,0.0,1.0,29,Appartement,4523.809523809524,1 ALL DES MYOSOTIS 93700 DRANCY,2.430804,48.930274,0.8478498898071625
1 ALL DES MYOSOTIS,20/03/2024,157000.0,93200,SAINT-DENIS,57.0,0.0,3.0,66,Appartement,2754.3859649122805,1 ALL DES MYOSOTIS 93200 SAINT-DENIS,2.348505,48.940874,0.8702244019138755
1 ALL DES MYOSOTIS,21/05/2024,200000.0,93200,SAINT-DENIS,70.0,0.0,4.0,66,Appartement,2857.1428571428573,1 ALL DES MYOSOTIS 93200 SAINT-DENIS,2.348505,48.940874,0.8702244019138755
1 ALL DES NOYERS,30/10/2024,230000.0,77186,NOISIEL,75.0,0.0,3.0,337,Appartement,3066.6666666666665,1 ALL DES NOYERS 77186 NOISIEL,2.612682,48.842436,0.8457372727272726
1 ALL DES ORMES,28/02/2024,180000.0,78440,GARGENVILLE,88.0,388.0,5.0,267,Maison,2045.4545454545455,1 ALL DES ORMES 78440 GARGENVILLE,1.817298,48.986431,0.8532757142857141
1 ALL DES PAQUERETTES,02/10/2024,229000.0,91270,VIGNEUX SUR SEINE,54.0,284.0,3.0,657,Maison,4240.740740740741,1 ALL DES PAQUERETTES 91270 VIGNEUX SUR SEINE,2.429481,48.701934,0.8869078336557059
1 ALL DES PETITS BOIS,23/04/2024,221000.0,91720,MAISSE,91.0,352.0,4.0,359,Maison,2428.5714285714284,1 ALL DES PETITS BOIS 91720 MAISSE,2.397571,48.397389,0.8500771717171716
1 ALL DES PINS,14/05/2024,515000.0,92330,SCEAUX,82.0,0.0,4.0,71,Appartement,6280.487804878048,1 ALL DES PINS 92330 SCEAUX,2.294483,48.779812,0.8288808777429466
1 ALL DES PINSONS,11/07/2024,310030.0,77950,RUBELLES,104.0,746.0,4.0,394,Maison,2981.0576923076924,1 ALL DES PINSONS 77950 RUBELLES,2.675503,48.555859,0.843629037433155
1 ALL DES PIVERTS,28/03/2024,413500.0,77330,OZOIR LA FERRIERE,114.0,639.0,5.0,350,Maison,3627.1929824561403,1 ALL DES PIVERTS 77330 OZOIR LA FERRIERE,2.689455,48.754875,0.8710634038054967
1 ALL DES PLANTS,11/07/2024,379990.0,77135,PONTCARRE,210.0,902.0,10.0,374,Maison,1809.4761904761904,1 ALL DES PLANTS 77135 PONTCARRE,2.706408,48.794055,0.8443372192513368
1 ALL DES PRES DE RENNEUIL,03/09/2024,153200.0,78590,NOISY LE ROI,40.0,0.0,2.0,455,Appartement,3830.0,1 ALL DES PRES DE RENNEUIL 78590 NOISY LE ROI,2.055797,48.848267,0.879947833655706
1 ALL DES PRESSES A PLOMB,12/06/2024,227000.0,78700,CONFLANS SAINTE HONORINE,89.0,0.0,4.0,172,Appartement,2550.561797752809,1 ALL DES PRESSES A PLOMB 78700 CONFLANS SAINTE HONORINE,2.10389,49.004732,0.8979731661442005
1 ALL DES PRESSES A PLOMB,19/08/2024,235000.0,78700,CONFLANS SAINTE HONORINE,59.0,0.0,3.0,172,Appartement,3983.0508474576272,1 ALL DES PRESSES A PLOMB 78700 CONFLANS SAINTE HONORINE,2.10389,49.004732,0.8979731661442005
1 ALL DES PREVOTS,22/01/2024,310000.0,91560,CROSNE,79.0,138.0,4.0,191,Maison,3924.0506329113923,1 ALL DES PREVOTS 91560 CROSNE,2.463717,48.714473,0.8455281818181818
1 ALL DES PRIMEVERES,19/06/2024,245000.0,91770,SAINT-VRAIN,80.0,0.0,5.0,579,Maison,3062.5,1 ALL DES PRIMEVERES 91770 SAINT-VRAIN,2.30066,48.531787,0.8622572727272726
1 ALL DES ROMARINS,11/04/2024,224000.0,78180,MONTIGNY LE BRETONNEUX,86.0,0.0,4.0,423,Appartement,2604.6511627906975,1 ALL DES ROMARINS 78180 MONTIGNY LE BRETONNEUX,2.038401,48.78308,0.8893684972170687
1 ALL DES ROSEAUX,27/03/2024,148000.0,93600,AULNAY SOUS BOIS,90.0,0.0,4.0,5,Appartement,1644.4444444444443,1 ALL DES ROSEAUX 93600 AULNAY SOUS BOIS,2.496247,48.951056,0.8800817316017315
1 ALL DES ROSEAUX,29/07/2024,145000.0,93600,AULNAY SOUS BOIS,90.0,0.0,4.0,5,Appartement,1611.111111111111,1 ALL DES ROSEAUX 93600 AULNAY SOUS BOIS,2.496247,48.951056,0.8800817316017315
1 ALL DES SABLONS,15/03/2024,299000.0,94440,VILLECRESNES,100.0,1138.0,7.0,75,Maison,2990.0,1 ALL DES SABLONS 94440 VILLECRESNES,2.523695,48.724941,0.8643480382775119
1 ALL DES SAULES,19/04/2024,145000.0,95330,DOMONT,52.0,0.0,3.0,199,Appartement,2788.4615384615386,1 ALL DES SAULES 95330 DOMONT,2.32629,49.023556,0.8339697653958943
1 ALL DES SAULES,20/12/2024,166000.0,95330,DOMONT,63.0,0.0,4.0,199,Appartement,2634.9206349206347,1 ALL DES SAULES 95330 DOMONT,2.32629,49.023556,0.8339697653958943
1 ALL DES SAULES,27/09/2024,554000.0,94440,VILLECRESNES,138.0,681.0,5.0,75,Maison,4014.4927536231885,1 ALL DES SAULES 94440 VILLECRESNES,2.536801,48.718082,0.8606871744471744
1 ALL DES SITTELLES,02/08/2024,835000.0,91370,VERRIERES LE BUISSON,165.0,593.0,6.0,645,Maison,5060.606060606061,1 ALL DES SITTELLES 91370 VERRIERES LE BUISSON,2.265648,48.744796,0.8832742424242422
1 ALL DES SOPHORAS,17/12/2024,272000.0,93110,ROSNY-SOUS-BOIS,77.0,0.0,4.0,64,Appartement,3532.4675324675327,1 ALL DES SOPHORAS 93110 ROSNY-SOUS-BOIS,2.471094,48.875671,0.8736299134199134
1 ALL DES SYCOMORES,26/06/2024,1327500.0,92700,COLOMBES,151.0,630.0,6.0,25,Maison,8791.390728476821,1 ALL DES SYCOMORES 92700 COLOMBES,2.248806,48.91403,0.8690244444444444
1 ALL DES TILLEULS,27/12/2024,208000.0,93220,GAGNY,61.0,153.0,3.0,32,Maison,3409.8360655737706,1 ALL DES TILLEULS 93220 GAGNY,2.535268,48.893136,0.8515945454545454
1 ALL DES TOURTERELLES,18/12/2024,281000.0,78111,DAMMARTIN EN SERVE,79.0,515.0,5.0,192,Maison,3556.9620253164558,1 ALL DES TOURTERELLES 78111 DAMMARTIN EN SERVE,1.623786,48.904682,0.8733448608534322
1 ALL DES TROUS GELES,05/02/2024,300000.0,77200,TORCY,85.0,0.0,4.0,468,Maison,3529.4117647058824,1 ALL DES TROUS GELES 77200 TORCY,2.632656,48.853982,0.8596793506493505
1 ALL DES VERGERS,06/12/2024,120000.0,78190,TRAPPES,40.0,0.0,1.0,621,Appartement,3000.0,1 ALL DES VERGERS 78190 TRAPPES,2.004637,48.775852,0.848685344352617
1 ALL DES VERGERS,09/07/2024,385000.0,95500,GONESSE,67.0,408.0,4.0,277,Maison,5746.268656716418,1 ALL DES VERGERS 95500 GONESSE,2.450845,48.982872,0.8497298898071625
1 ALL DES VOSGES,26/12/2024,202000.0,78310,MAUREPAS,45.0,0.0,2.0,383,Appartement,4488.888888888889,1 ALL DES VOSGES 78310 MAUREPAS,1.937534,48.773054,0.843905344352617
1 ALL DORA MAAR,23/12/2024,2100000.0,92140,CLAMART,300.0,765.0,10.0,23,Maison,7000.0,1 ALL DORA MAAR 92140 CLAMART,2.271806,48.792036,0.841556129032258
1 ALL DU BASILIC,18/06/2024,291000.0,91250,SAINT-GERMAIN-LES-CORBEIL,90.0,212.0,4.0,553,Maison,3233.3333333333335,1 ALL DU BASILIC 91250 SAINT-GERMAIN-LES-CORBEIL,2.496375,48.617859,0.8914136363636364
1 ALL DU BOUTON D OR,27/06/2024,190550.0,77164,FERRIERES-EN-BRIE,38.0,0.0,2.0,181,Appartement,5014.473684210527,1 ALL DU BOUTON D OR 77164 FERRIERES-EN-BRIE,2.716965,48.820984,0.8754977075098813
1 ALL DU BRIQUETIER,19/03/2024,143000.0,78200,MAGNANVILLE,40.0,0.0,2.0,354,Appartement,3575.0,1 ALL DU BRIQUETIER 78200 MAGNANVILLE,1.681717,48.966075,0.8538389976689976
1 ALL DU BUISSON DE CERFROID,15/01/2024,252000.0,77840,CROUY-SUR-OURCQ,180.0,986.0,10.0,148,Maison,1400.0,1 ALL DU BUISSON DE CERFROID 77840 CROUY-SUR-OURCQ,3.08005,49.092388,0.88056993006993
1 ALL DU CEDRE,10/07/2024,271200.0,92290,CHATENAY-MALABRY,61.0,0.0,2.0,19,Appartement,4445.901639344263,1 ALL DU CEDRE 92290 CHATENAY-MALABRY,2.282797,48.769192,0.8666244522144522
1 ALL DU CEDRE,16/10/2024,262000.0,92290,CHATENAY-MALABRY,61.0,0.0,2.0,19,Appartement,4295.081967213115,1 ALL DU CEDRE 92290 CHATENAY-MALABRY,2.282797,48.769192,0.8666244522144522
1 ALL DU CHAMP CLOS,25/07/2024,470000.0,91160,BALLAINVILLIERS,105.0,964.0,5.0,44,Maison,4476.190476190476,1 ALL DU CHAMP CLOS 91160 BALLAINVILLIERS,2.295138,48.67236,0.8662424947145876
1 ALL DU CHAMP TORTU,27/08/2024,581000.0,91190,GIF SUR YVETTE,153.0,781.0,4.0,272,Maison,3797.3856209150326,1 ALL DU CHAMP TORTU 91190 GIF SUR YVETTE,2.104687,48.682353,0.8819779492600421
1 ALL DU CHATEAU VIEUX ST MARTIN,21/10/2024,190000.0,95300,PONTOISE,44.0,0.0,2.0,500,Appartement,4318.181818181818,1 ALL DU CHATEAU VIEUX ST MARTIN 95300 PONTOISE,2.096389,49.044608,0.7858214260249554
1 ALL DU CHAUFFE VIN,13/09/2024,195000.0,77164,FERRIERES-EN-BRIE,45.0,0.0,2.0,181,Appartement,4333.333333333333,1 ALL DU CHAUFFE VIN 77164 FERRIERES-EN-BRIE,2.697922,48.823137,0.8726067984189722
1 ALL DU CHEMIN VERT,30/08/2024,183000.0,77000,VAUX-LE-PENIL,63.0,0.0,3.0,487,Appartement,2904.7619047619046,1 ALL DU CHEMIN VERT 77000 VAUX-LE-PENIL,2.68429,48.530072,0.874416277056277
1 ALL DU CLOS DE LA CROIX,13/05/2024,531000.0,78290,CROISSY SUR SEINE,78.0,0.0,3.0,190,Appartement,6807.692307692308,1 ALL DU CLOS DE LA CROIX 78290 CROISSY SUR SEINE,2.139547,48.879639,0.8865778431372549
1 ALL DU CLOS DES CHERCHEFEUILLE,18/10/2024,298000.0,77170,BRIE COMTE ROBERT,76.0,125.0,4.0,53,Maison,3921.0526315789475,1 ALL DU CLOS DES CHERCHEFEUILLE 77170 BRIE COMTE ROBERT,2.610471,48.680698,0.8278900149031296
1 ALL DU COMMANDANT CHARCOT,24/05/2024,524700.0,91320,WISSOUS,130.0,0.0,4.0,689,Maison,4036.153846153846,1 ALL DU COMMANDANT CHARCOT 91320 WISSOUS,2.319887,48.744436,0.8628779492600422
1 ALL DU COTEAU,14/10/2024,433000.0,78470,SAINT-REMY-LES-CHEVREUSE,119.0,760.0,4.0,575,Maison,3638.655462184874,1 ALL DU COTEAU 78470 SAINT-REMY-LES-CHEVREUSE,2.079376,48.7074,0.8845060606060604
1 ALL DU DAUPHINE,06/03/2024,215300.0,78140,VELIZY VILLACOUBLAY,48.0,0.0,2.0,640,Appartement,4485.416666666667,1 ALL DU DAUPHINE 78140 VELIZY VILLACOUBLAY,2.166321,48.783251,0.8761528282828281
1 ALL DU DIVOT,01/10/2024,452000.0,95490,VAUREAL,198.0,650.0,7.0,637,Maison,2282.8282828282827,1 ALL DU DIVOT 95490 VAUREAL,2.014468,49.036644,0.8392187878787879
1 ALL DU FEU DE ST JEAN,28/08/2024,215000.0,78610,AUFFARGIS,130.0,736.0,6.0,30,Maison,1653.8461538461538,1 ALL DU FEU DE ST JEAN 78610 AUFFARGIS,1.883694,48.700485,0.7723690909090909
1 ALL DU FIL DE L EAU,29/07/2024,253000.0,91150,ETAMPES,83.0,194.0,4.0,223,Maison,3048.1927710843374,1 ALL DU FIL DE L EAU 91150 ETAMPES,2.172713,48.447539,0.8657471744471743
1 ALL DU HUIT MAI 1945,27/03/2024,193000.0,94140,ALFORTVILLE,73.0,0.0,4.0,2,Appartement,2643.8356164383563,1 ALL DU HUIT MAI 1945 94140 ALFORTVILLE,2.426618,48.791098,0.7305772727272727
1 ALL DU JOSAS,08/01/2024,261200.0,78350,JOUY EN JOSAS,71.0,0.0,4.0,322,Appartement,3678.8732394366198,1 ALL DU JOSAS 78350 JOUY EN JOSAS,2.169891,48.763502,0.8562408080808079
1 ALL DU LAC,03/09/2024,140000.0,91130,RIS-ORANGIS,39.0,0.0,2.0,521,Appartement,3589.74358974359,1 ALL DU LAC 91130 RIS-ORANGIS,2.415558,48.657676,0.8405136363636363
1 ALL DU LAC,19/09/2024,141700.0,91130,RIS-ORANGIS,42.0,0.0,2.0,521,Appartement,3373.809523809524,1 ALL DU LAC 91130 RIS-ORANGIS,2.415558,48.657676,0.8405136363636363
1 ALL DU MAIL,23/09/2024,83000.0,95210,ST GRATIEN,27.0,0.0,1.0,555,Appartement,3074.074074074074,1 ALL DU MAIL 95210 ST GRATIEN,2.277793,48.962591,0.7321136363636362
1 ALL DU PALAIS,13/05/2024,581860.0,77300,FONTAINEBLEAU,135.0,283.0,5.0,186,Maison,4310.074074074074,1 ALL DU PALAIS 77300 FONTAINEBLEAU,2.710073,48.410685,0.8597462653562653
1 ALL DU PARC MENCHY,20/11/2024,204500.0,77380,COMBS LA VILLE,82.0,0.0,4.0,122,Appartement,2493.9024390243903,1 ALL DU PARC MENCHY 77380 COMBS LA VILLE,2.566149,48.664599,0.8732697674418604
1 ALL DU PEAGE,30/12/2024,378000.0,77090,COLLEGIEN,114.0,260.0,6.0,121,Maison,3315.7894736842104,1 ALL DU PEAGE 77090 COLLEGIEN,2.669181,48.836803,0.837800909090909
1 ALL DU PIGEONNIER,26/04/2024,237000.0,95380,VILLERON,62.0,0.0,3.0,675,Appartement,3822.5806451612902,1 ALL DU PIGEONNIER 95380 VILLERON,2.539213,49.057185,0.4820389898989898
1 ALL DU PLATANE FOURCHU,13/05/2024,115000.0,93390,CLICHY SOUS BOIS,49.0,0.0,3.0,14,Appartement,2346.938775510204,1 ALL DU PLATANE FOURCHU 93390 CLICHY SOUS BOIS,2.550777,48.911006,0.8883357699443414
1 ALL DU PRE CLAIR,09/08/2024,292600.0,91190,GIF SUR YVETTE,64.0,0.0,3.0,272,Appartement,4571.875,1 ALL DU PRE CLAIR 91190 GIF SUR YVETTE,2.118007,48.689632,0.8756045676274944
1 ALL DU PUITS DES GRANGES,07/02/2024,381830.0,78320,MESNIL-SAINT-DENIS (LE),105.0,355.0,4.0,397,Maison,3636.4761904761904,1 ALL DU PUITS DES GRANGES 78320 MESNIL-SAINT-DENIS (LE),1.955242,48.739268,0.8600107655502391
1 ALL DU QUATRE AOUT,09/12/2024,345000.0,78260,ACHERES,93.0,322.0,5.0,5,Maison,3709.6774193548385,1 ALL DU QUATRE AOUT 78260 ACHERES,2.063324,48.950019,0.6908651842751843
1 ALL DU RICHER,20/09/2024,290000.0,95570,ATTAINVILLE,90.0,250.0,5.0,28,Maison,3222.222222222222,1 ALL DU RICHER 95570 ATTAINVILLE,2.344105,49.056713,0.8438166233766232
1 ALL DU RUISSEAU,22/02/2024,460000.0,77420,CHAMPS-SUR-MARNE,100.0,384.0,4.0,83,Maison,4600.0,1 ALL DU RUISSEAU 77420 CHAMPS-SUR-MARNE,2.598488,48.849838,0.873827186147186
1 ALL DU SAUT DU LOUP,06/12/2024,115000.0,93800,EPINAY SUR SEINE,33.0,0.0,1.0,31,Appartement,3484.848484848485,1 ALL DU SAUT DU LOUP 93800 EPINAY SUR SEINE,2.30963,48.960313,0.8818558893280631
1 ALL DU SAUT DU LOUP,21/08/2024,238000.0,93800,EPINAY SUR SEINE,70.0,0.0,4.0,31,Appartement,3400.0,1 ALL DU SAUT DU LOUP 93800 EPINAY SUR SEINE,2.30963,48.960313,0.8818558893280631
1 ALL DU SAUT DU LOUP,26/03/2024,189491.0,91160,SAULX-LES-CHARTREUX,53.0,0.0,2.0,587,Appartement,3575.301886792453,1 ALL DU SAUT DU LOUP 91160 SAULX-LES-CHARTREUX,2.27185,48.692026,0.8807712244897958
1 ALL DU STADE,08/07/2024,243750.0,78200,MAGNANVILLE,93.0,463.0,5.0,354,Maison,2620.967741935484,1 ALL DU STADE 78200 MAGNANVILLE,1.684529,48.974274,0.8474426737967914
1 ALL DU THEATRE DE VERDURE,24/06/2024,320850.0,78450,VILLEPREUX,65.0,0.0,3.0,674,Appartement,4936.153846153846,1 ALL DU THEATRE DE VERDURE 78450 VILLEPREUX,2.004582,48.829522,0.8725677075098812
1 ALL DU TOUR DU LAC,13/12/2024,497000.0,92140,CLAMART,75.0,0.0,3.0,23,Appartement,6626.666666666667,1 ALL DU TOUR DU LAC 92140 CLAMART,2.271656,48.792267,0.8637535353535352
1 ALL DU VAL DE MARNE,27/11/2024,165000.0,94370,SUCY-EN-BRIE,42.0,0.0,2.0,71,Appartement,3928.5714285714284,1 ALL DU VAL DE MARNE 94370 SUCY-EN-BRIE,2.525986,48.771322,0.878046277056277
1 ALL DU VERGER,14/02/2024,332750.0,78410,NEZEL,110.0,461.0,7.0,451,Maison,3025.0,1 ALL DU VERGER 78410 NEZEL,1.83494,48.945713,0.8179108777429466
1 ALL DU VERGER,23/12/2024,470000.0,77144,MONTEVRAIN,122.0,0.0,5.0,307,Maison,3852.4590163934427,1 ALL DU VERGER 77144 MONTEVRAIN,2.760596,48.860288,0.855789037433155
1 ALL DUGUESCLIN,15/03/2024,130000.0,93130,NOISY-LE-SEC,63.0,0.0,2.0,53,Appartement,2063.4920634920636,1 ALL DUGUESCLIN 93130 NOISY-LE-SEC,2.466757,48.900445,0.8640626289926289
1 ALL EDGAR BRANDT,04/09/2024,306340.0,92320,CHATILLON,46.0,0.0,2.0,20,Appartement,6659.565217391304,1 ALL EDGAR BRANDT 92320 CHATILLON,2.286149,48.80565,0.8631126262626262
1 ALL EUGENIE,16/09/2024,750000.0,92430,MARNES-LA-COQUETTE,91.0,0.0,4.0,47,Appartement,8241.758241758242,1 ALL EUGENIE 92430 MARNES-LA-COQUETTE,2.166197,48.836981,0.8544745454545454
1 ALL FERRER,30/08/2024,310000.0,94320,THIAIS,61.0,596.0,4.0,73,Maison,5081.9672131147545,1 ALL FERRER 94320 THIAIS,2.390179,48.771746,0.8238862289562289
1 ALL FRANCIS LEMARQUE,19/08/2024,430000.0,94100,SAINT-MAUR-DES-FOSSES,85.0,0.0,4.0,68,Appartement,5058.823529411765,1 ALL FRANCIS LEMARQUE 94100 SAINT-MAUR-DES-FOSSES,2.487685,48.805315,0.8961517482517483
1 ALL FRANCOIS II,12/02/2024,234500.0,94150,RUNGIS,62.0,0.0,3.0,65,Appartement,3782.2580645161293,1 ALL FRANCOIS II 94150 RUNGIS,2.347917,48.745681,0.8378927272727272
1 ALL FRANCOIS II,18/10/2024,128000.0,94150,RUNGIS,56.0,0.0,3.0,65,Appartement,2285.714285714286,1 ALL FRANCOIS II 94150 RUNGIS,2.347917,48.745681,0.8378927272727272
1 ALL FRANCOIS MANSART,20/12/2024,625500.0,92160,ANTONY,99.0,0.0,5.0,2,Appartement,6318.181818181818,1 ALL FRANCOIS MANSART 92160 ANTONY,2.306357,48.760717,0.8670217199017198
1 ALL FRANZ SCHUBERT,13/12/2024,245000.0,95140,GARGES-LES-GONESSE,68.0,1188.0,4.0,268,Maison,3602.9411764705883,1 ALL FRANZ SCHUBERT 95140 GARGES-LES-GONESSE,2.41635,48.972901,0.8856241972920695
1 ALL GABRIELLE,13/08/2024,500000.0,94420,LE PLESSIS-TREVISE,112.0,426.0,5.0,59,Maison,4464.285714285715,1 ALL GABRIELLE 94420 LE PLESSIS-TREVISE,2.566352,48.817296,0.8709208225108225
1 ALL GASTON DEFFERRE,30/08/2024,217559.47,77200,TORCY,64.0,0.0,3.0,468,Appartement,3399.36671875,1 ALL GASTON DEFFERRE 77200 TORCY,2.651166,48.850174,0.8558284415584414
1 ALL GEORGES CLEMENCEAU,25/03/2024,597180.0,92160,ANTONY,98.0,0.0,4.0,2,Maison,6093.673469387755,1 ALL GEORGES CLEMENCEAU 92160 ANTONY,2.304785,48.735183,0.8740399067599067
1 ALL GERARD BAUCHE,03/09/2024,367000.0,95380,VILLERON,127.0,0.0,4.0,675,Appartement,2889.763779527559,1 ALL GERARD BAUCHE 95380 VILLERON,2.544164,49.057899,0.8431317171717171
1 ALL GERARD BAUCHE,30/05/2024,64800.0,95380,VILLERON,44.0,0.0,2.0,675,Appartement,1472.7272727272727,1 ALL GERARD BAUCHE 95380 VILLERON,2.544164,49.057899,0.8431317171717171
1 ALL GISELE HALIMI,04/10/2024,252724.98,93440,DUGNY,71.0,0.0,3.0,30,Appartement,3559.5067605633803,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,04/11/2024,182867.0,93440,DUGNY,41.0,0.0,2.0,30,Appartement,4460.170731707317,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,06/12/2024,228583.34,93440,DUGNY,43.0,0.0,2.0,30,Appartement,5315.891627906976,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,09/10/2024,188054.0,93440,DUGNY,43.0,0.0,2.0,30,Appartement,4373.3488372093025,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,16/12/2024,284100.0,93440,DUGNY,62.0,0.0,3.0,30,Appartement,4582.258064516129,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,17/09/2024,276200.0,93440,DUGNY,62.0,0.0,3.0,30,Appartement,4454.8387096774195,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,17/10/2024,193999.98,93440,DUGNY,41.0,0.0,2.0,30,Appartement,4731.7068292682925,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,17/12/2024,282600.0,93440,DUGNY,143.0,0.0,7.0,30,Appartement,1976.2237762237762,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,19/12/2024,191329.0,93440,DUGNY,41.0,0.0,2.0,30,Appartement,4666.5609756097565,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,23/08/2024,361717.0,93440,DUGNY,163.0,0.0,8.0,30,Appartement,2219.122699386503,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,23/12/2024,208999.0,93440,DUGNY,42.0,0.0,2.0,30,Appartement,4976.166666666667,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
1 ALL GISELE HALIMI,24/06/2024,289000.0,93440,DUGNY,156.0,0.0,8.0,30,Appartement,1852.5641025641025,1 ALL GISELE HALIMI 93440 DUGNY,2.416371,48.946576,0.8396435261707988
